10.8001,-9.75372,4.80118,0,0,0,
10.8001,-9.74397,4.80118,0,0.01,0,
10.7903,-9.72397,4.80118,-0.01,0.01,0,
10.7703,-9.69422,4.80118,-0.01,0.02,0,
10.7503,-9.64447,4.80118,-0.01,0.03,0,
10.7303,-9.57472,4.80118,-0.01,0.04,0,
10.7103,-9.49472,4.79143,-0.01,0.04,-0.01,
10.6806,-9.41472,4.77143,-0.02,0.04,-0.01,
10.6406,-9.33472,4.74168,-0.02,0.04,-0.02,
10.6006,-9.25472,4.69193,-0.02,0.04,-0.03,
10.5703,-9.17472,4.63193,-0.01,0.04,-0.03,
10.5601,-9.09472,4.57193,1.84314e-18,0.04,-0.03,
10.5698,-9.01472,4.51193,0.01,0.04,-0.03,
10.5898,-8.93472,4.46168,0.01,0.04,-0.02,
10.6098,-8.85472,4.43143,0.01,0.04,-0.01,
10.6396,-8.77472,4.41143,0.02,0.04,-0.01,
10.6893,-8.69472,4.39143,0.03,0.04,-0.01,
10.7493,-8.62447,4.37143,0.03,0.03,-0.01,
10.8093,-8.57422,4.35143,0.03,0.02,-0.01,
10.8693,-8.54397,4.33143,0.03,0.01,-0.01,
10.9293,-8.51422,4.31143,0.03,0.02,-0.01,
10.9893,-8.47422,4.30118,0.03,0.02,1.84314e-18,
11.0396,-8.43422,4.30118,0.02,0.02,1.84314e-18,
11.0698,-8.39422,4.30118,0.01,0.02,1.84314e-18,
11.0898,-8.36397,4.30118,0.01,0.01,1.84314e-18,
11.1098,-8.34397,4.31093,0.01,0.01,0.01,
11.1201,-8.32397,4.33093,1.6263e-18,0.01,0.01,
11.1103,-8.30397,4.35093,-0.01,0.01,0.01,
11.0903,-8.27422,4.37093,-0.01,0.02,0.01,
11.0606,-8.23422,4.39093,-0.02,0.02,0.01,
11.0206,-8.19422,4.42068,-0.02,0.02,0.02,
10.9806,-8.15422,4.47043,-0.02,0.02,0.03,
10.9406,-8.11422,4.54018,-0.02,0.02,0.04,
10.9006,-8.07422,4.61043,-0.02,0.02,0.03,
10.8606,-8.03422,4.68018,-0.02,0.02,0.04,
10.8206,-7.98447,4.76018,-0.02,0.03,0.04,
10.7903,-7.92447,4.84018,-0.01,0.03,0.04,
10.7703,-7.86447,4.91043,-0.01,0.03,0.03,
10.7503,-7.80447,4.96068,-0.01,0.03,0.02,
10.7303,-7.74447,5.01043,-0.01,0.03,0.03,
10.7103,-7.68447,5.08018,-0.01,0.03,0.04,
10.8,-7.75,5.2,0,0,0,
