        0.0000       10.8000       -9.6000        4.8000
        0.2000       10.8000       -9.6000        4.7918
        0.4000       10.8000       -9.6000        4.7837
        0.6000       10.8000       -9.6000        4.7755
        0.8000       10.8000       -9.6000        4.7673
        1.0000       10.8000       -9.6000        4.7592
        1.2000       10.8000       -9.6000        4.7510
        1.4000       10.8000       -9.6000        4.7429
        1.6000       10.8000       -9.6000        4.7347
        1.8000       10.8000       -9.6000        4.7265
        2.0000       10.8000       -9.6000        4.7184
        2.2000       10.8000       -9.6000        4.7102
        2.4000       10.8000       -9.6000        4.7020
        2.6000       10.8000       -9.6000        4.6939
        2.8000       10.8000       -9.6000        4.6857
        3.0000       10.8000       -9.6000        4.6776
        3.2000       10.8000       -9.6000        4.6694
        3.4000       10.8000       -9.6000        4.6612
        3.6000       10.8000       -9.6000        4.6531
        3.8000       10.8000       -9.6000        4.6449
        4.0000       10.8000       -9.6000        4.6367
        4.2000       10.8000       -9.6000        4.6286
        4.4000       10.8000       -9.6000        4.6204
        4.6000       10.8000       -9.6000        4.6122
        4.8000       10.8000       -9.6000        4.6041
        5.0000       10.8000       -9.6000        4.5959
        5.2000       10.8000       -9.6000        4.5878
        5.4000       10.8000       -9.6000        4.5796
        5.6000       10.8000       -9.6000        4.5714
        5.8000       10.8000       -9.6000        4.5633
        6.0000       10.8000       -9.6000        4.5551
        6.2000       10.8000       -9.6000        4.5469
        6.4000       10.8000       -9.6000        4.5388
        6.6000       10.8000       -9.6000        4.5306
        6.8000       10.8000       -9.6000        4.5224
        7.0000       10.8000       -9.6000        4.5143
        7.2000       10.8000       -9.6000        4.5061
        7.4000       10.8000       -9.6000        4.4980
        7.6000       10.8000       -9.6000        4.4898
        7.8000       10.8000       -9.6000        4.4816
        8.0000       10.8000       -9.6000        4.4735
        8.2000       10.8000       -9.6000        4.4653
        8.4000       10.8000       -9.6000        4.4571
        8.6000       10.8000       -9.6000        4.4490
        8.8000       10.8000       -9.6000        4.4408
        9.0000       10.8000       -9.6000        4.4327
