0,0,0,0,0,0,1,0,0,0,0,0,0,
0.006125,0,0,0.025,0,0,1,0,0,0,0,0,0,
0.018625,0.006125,0,0.025,0.025,0,1,0,0,0,0,0,0,
0.031125,0.018625,0.006125,0.025,0.025,0.025,1,0,0,0,0,0,0,
0.043625,0.031125,0.0125,0.025,0.025,0,1,0,0,0,0,0,0,
0.06225,0.043625,0.0125,0.05,0.025,0,1,0,0,0,0,0,0,
0.08725,0.05,0.0125,0.05,0,0,1,0,0,0,0,0,0,
0.106125,0.05,0.0125,0.025,0,0,1,0,0,0,0,0,0,
0.118625,0.056125,0.0125,0.025,0.025,0,1,0,0,0,0,0,0,
0.131125,0.068625,0.018625,0.025,0.025,0.025,1,0,0,0,0,0,0,
0.143625,0.081125,0.03725,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.156125,0.09975,0.06225,0.025,0.05,0.05,1,0,0,0,0,0,0,
0.1625,0.12475,0.08725,-3.46945e-18,0.05,0.05,1,0,0,0,0,0,0,
0.168625,0.14975,0.11225,0.025,0.05,0.05,1,0,0,0,0,0,0,
0.18725,0.17475,0.13725,0.05,0.05,0.05,1,0,0,0,0,0,0,
0.21225,0.193625,0.16225,0.05,0.025,0.05,1,0,0,0,0,0,0,
0.231125,0.206125,0.18725,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.2375,0.218625,0.21225,-3.46945e-18,0.025,0.05,1,0,0,0,0,0,0,
0.243625,0.231125,0.23725,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.256125,0.243625,0.268375,0.025,0.025,0.075,1,0,0,0,0,0,0,
0.268625,0.25,0.305875,0.025,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.281125,0.256125,0.343375,0.025,0.025,0.075,1,0,0,0,0,0,0,
0.2875,0.268625,0.380875,-3.46945e-18,0.025,0.075,1,0,0,0,0,0,0,
0.2875,0.275,0.418375,-3.46945e-18,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.293625,0.275,0.455875,0.025,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.306125,0.281125,0.493375,0.025,0.025,0.075,1,0,0,0,0,0,0,
0.318625,0.293625,0.52475,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.331125,0.306125,0.555875,0.025,0.025,0.075,1,0,0,0,0,0,0,
0.343625,0.3125,0.593375,0.025,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.36225,0.3125,0.630875,0.05,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.381125,0.3125,0.668375,0.025,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.393625,0.318625,0.705875,0.025,0.025,0.075,1,0,0,0,0,0,0,
0.406125,0.325,0.743375,0.025,-3.46945e-18,0.075,1,0,0,0,0,0,0,
0.418625,0.325,0.77475,0.025,-3.46945e-18,0.05,1,0,0,0,0,0,0,
0.431125,0.331125,0.79975,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.443625,0.3375,0.82475,0.025,-3.46945e-18,0.05,1,0,0,0,0,0,0,
0.456125,0.343625,0.84975,0.025,0.025,0.05,1,0,0,0,0,0,0,
0.468625,0.356125,0.868625,0.025,0.025,0.025,1,0,0,0,0,0,0,
0.48725,0.368625,0.881125,0.05,0.025,0.025,1,0,0,0,0,0,0,
0.506125,0.381125,0.893625,0.025,0.025,0.025,1,0,0,0,0,0,0,
0.518625,0.393625,0.9,0.025,0.025,-1.04083e-17,1,0,0,0,0,0,0,
0.531125,0.41225,0.9,0.025,0.05,-1.04083e-17,1,0,0,0,0,0,0,
0.543625,0.43725,0.893875,0.025,0.05,-0.025,1,0,0,0,0,0,0,
0.556125,0.46225,0.8875,0.025,0.05,-1.04083e-17,1,0,0,0,0,0,0,
0.568625,0.48725,0.881375,0.025,0.05,-0.025,1,0,0,0,0,0,0,
0.581125,0.506125,0.868875,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.5875,0.518625,0.856375,-3.46945e-18,0.025,-0.025,1,0,0,0,0,0,0,
0.593625,0.531125,0.843875,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.606125,0.543625,0.8375,0.025,0.025,-1.04083e-17,1,0,0,0,0,0,0,
0.618625,0.556125,0.831375,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.631125,0.5625,0.818875,0.025,-3.46945e-18,-0.025,1,0,0,0,0,0,0,
0.64975,0.5625,0.806375,0.05,-3.46945e-18,-0.025,1,0,0,0,0,0,0,
0.668625,0.5625,0.793875,0.025,-3.46945e-18,-0.025,1,0,0,0,0,0,0,
0.681125,0.5625,0.7875,0.025,-3.46945e-18,-1.04083e-17,1,0,0,0,0,0,0,
