0.006125,0,0,0.025,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,
0,0,-0.006125,0,0,-0.025,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,
0,-0.006125,0,0,-0.025,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,
0.006125,0,-0.018625,0.025,0,-0.025,1,0,0,0,0,0,0,
0,0,-0.006125,0,0,-0.025,1,0,0,0,0,0,0,
0.018625,-0.006125,-0.031125,0.025,-0.025,-0.025,1,0,0,0,0,0,0,
0.006125,0,-0.018625,0.025,0,-0.025,1,0,0,0,0,0,0,
0,0.006125,0,0,0.025,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,
0,-0.018625,-0.006125,0,-0.025,-0.025,1,0,0,0,0,0,0,
0,-0.006125,0,0,-0.025,0,1,0,0,0,0,0,0,
0.031125,-0.018625,-0.043625,0.025,-0.025,-0.025,1,0,0,0,0,0,0,
0.018625,-0.006125,-0.031125,0.025,-0.025,-0.025,1,0,0,0,0,0,0,
0,0.02475,0,0,0.05,0,1,0,0,0,0,0,0,
0,0.006125,0,0,0.025,0,1,0,0,0,0,0,0,
0.018625,0.006125,0,0.025,0.025,0,1,0,0,0,0,0,0,
0.006125,0,0,0.025,0,0,1,0,0,0,0,0,0,
0.031125,0.018625,-0.006125,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.018625,0.006125,0,0.025,0.025,0,1,0,0,0,0,0,0,
0.006125,0,0,0.025,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,
0,0.04975,0.006125,0,0.05,0.025,1,0,0,0,0,0,0,
0,0.02475,0,0,0.05,0,1,0,0,0,0,0,0,
0,0.068625,0.018625,0,0.025,0.025,1,0,0,0,0,0,0,
0,0.04975,0.006125,0,0.05,0.025,1,0,0,0,0,0,0,
0.043625,-0.025,-0.056125,0.025,0,-0.025,1,0,0,0,0,0,0,
0.031125,-0.018625,-0.043625,0.025,-0.025,-0.025,1,0,0,0,0,0,0,
0.056125,-0.018875,-0.068625,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.043625,-0.025,-0.056125,0.025,0,-0.025,1,0,0,0,0,0,0,
-0.006125,0.081125,0.031125,-0.025,0.025,0.025,1,0,0,0,0,0,0,
0,0.068625,0.018625,0,0.025,0.025,1,0,0,0,0,0,0,
0.07475,-0.006375,-0.081125,0.05,0.025,-0.025,1,0,0,0,0,0,0,
0.056125,-0.018875,-0.068625,0.025,0.025,-0.025,1,0,0,0,0,0,0,
0.056125,-0.025,-0.0625,0.025,0,0,1,0,0,0,0,0,0,
0.043625,-0.025,-0.056125,0.025,0,-0.025,1,0,0,0,0,0,0,
-0.006125,-0.031125,-0.018625,-0.025,-0.025,-0.025,1,0,0,0,0,0,0,
0,-0.018625,-0.006125,0,-0.025,-0.025,1,0,0,0,0,0,0,
-0.018625,0.0875,0.043625,-0.025,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.006125,0.081125,0.031125,-0.025,0.025,0.025,1,0,0,0,0,0,0,
-0.0125,-0.043625,-0.031125,0,-0.025,-0.025,1,0,0,0,0,0,0,
-0.006125,-0.031125,-0.018625,-0.025,-0.025,-0.025,1,0,0,0,0,0,0,
-0.03725,0.0875,0.056125,-0.05,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.018625,0.0875,0.043625,-0.025,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.056125,0.0875,0.068625,-0.025,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.03725,0.0875,0.056125,-0.05,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.0125,-0.056125,-0.0375,0,-0.025,0,1,0,0,0,0,0,0,
-0.0125,-0.043625,-0.031125,0,-0.025,-0.025,1,0,0,0,0,0,0,
0.09975,0.006125,-0.0875,0.05,0.025,0,1,0,0,0,0,0,0,
0.07475,-0.006375,-0.081125,0.05,0.025,-0.025,1,0,0,0,0,0,0,
-0.068625,0.0875,0.08725,-0.025,-3.46945e-18,0.05,1,0,0,0,0,0,0,
-0.056125,0.0875,0.068625,-0.025,-3.46945e-18,0.025,1,0,0,0,0,0,0,
-0.081125,0.093625,0.11225,-0.025,0.025,0.05,1,0,0,0,0,0,0,
-0.068625,0.0875,0.08725,-0.025,-3.46945e-18,0.05,1,0,0,0,0,0,0,
-0.093625,0.106125,0.131125,-0.025,0.025,0.025,1,0,0,0,0,0,0,
-0.081125,0.093625,0.11225,-0.025,0.025,0.05,1,0,0,0,0,0,0,
